2026-06-19 16:45:04,EMP001,AUTORISE
2026-06-19 16:46:03,EMP002,AUTORISE
2026-06-19 16:53:55,EMP003,AUTORISE
2026-06-19 16:55:26,EMP001,AUTORISE
2026-06-19 17:02:18,EMP003,AUTORISE
2026-06-19 17:17:31,EMP002,AUTORISE
2026-06-19 17:17:31,EMP002,AUTORISE
2026-06-19 17:19:14,BADGE-INCONNU,REFUSE
2026-06-19 17:32:24,EMP001,AUTORISE
2026-06-19 17:33:06,EMP001,AUTORISE
2026-06-19 17:33:44,EMP001,AUTORISE
